ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Year-Of-Publication-Bin,Book-Author-Encode,Book-Publisher-Encode,Year-Of-Publication-Bin-Encode,Filtered-Title
0061031011,nice day tale blood sweatsocks,Mick Foley,2000,ReganBooks,"[2000, 2020)",4455,993,5,nice day tale blood sweatsocks
0671729497,web dream casteel,V.C. Andrews,1990,Pocket,"[1980, 2000)",6197,913,4,web dream casteel
0765301571,butlerian jihad dune series,Brian Herbert,2002,Tor Books,"[2000, 2020)",746,1191,5,butlerian jihad dune series
0064472809,princess love princess diary vol,Meg Cabot,2003,HarperTrophy,"[2000, 2020)",4316,529,5,princess love princess diary vol
185326024X,david copperfield wordsworth classic,Charles Dickens,1997,NTC/Contemporary Publishing Company,"[1980, 2000)",992,775,4,david copperfield wordsworth classic
0316713732,last time met novel,Anita Shreve,2003,"Little, Brown","[2000, 2020)",304,687,5,last time met
0142000930,lake wobegon summer,Garrison Keillor,2002,Penguin Books,"[2000, 2020)",2082,860,5,lake wobegon summer
0380710846,caesar woman master rome series,Colleen McCullough,1997,Avon,"[1980, 2000)",1131,94,4,caesar woman master rome series
0842332308,remnant brink armageddon left behind,Tim F. Lahaye,2003,Tyndale House Publishers,"[2000, 2020)",6072,1217,5,remnant brink armageddon left behind
0061097934,god ruin,Leon Uris,2000,Avon Books,"[2000, 2020)",3758,95,5,god ruin
0767904656,fair ball fan case baseball,Bob Costas,2000,Broadway Books (A Division of Bantam Doubleday Dell Publishing Group Inc),"[2000, 2020)",698,194,5,fair ball fan case baseball
091721403X,lincoln conspiracy,Dave Balsiger,1977,Schick Sun Classic Books,"[1960, 1980)",1316,1043,3,lincoln conspiracy
0312982011,abandoned prayer shocking true story obsession murder little boy blue,Gregg Olsen,2002,St. Martin's Press,"[2000, 2020)",2220,1126,5,abandoned prayer shocking true  obsession murder little boy blue
0312276885,sigma protocol,Robert Ludlum,2001,St. Martin's Press,"[2000, 2020)",5311,1126,5,sigma protocol
0553106244,killing game,Iris Johansen,1999,Bantam Dell Pub Group,"[1980, 2000)",2449,117,4,killing game
0553253360,class,Erich Segal,1986,Bantam Doubleday Dell,"[1980, 2000)",1863,119,4,class
0060196092,moment truth,Lisa Scottoline,2000,HarperCollins Publishers,"[2000, 2020)",3839,518,5,moment truth
038531437X,wedding,Danielle Steel,2000,Delacorte Press,"[2000, 2020)",1295,285,5,wedding
067187120X,see told,"Rush H., III Limbaugh",1993,Zondervan,"[1980, 2000)",5434,1338,4,see told
0446300551,thy brother wife,Andrew M. Greeley,1983,Not Avail,"[1980, 2000)",276,805,4,thy brother wife
0380786680,shadow box,John R. Maxim,1997,Avon,"[1980, 2000)",3121,94,4,shadow box
0060392096,vendetta lucky revenge,Jackie Collins,1997,Harpercollins,"[1980, 2000)",2610,530,4,vendetta lucky revenge
0060001801,night fall,Cait London,2002,Avon,"[2000, 2020)",841,94,5,night fall
0590406191,trumpet swan,E. B. White,1988,Scholastic Paperbacks (Mm),"[1980, 2000)",1620,1054,4,trumpet swan
0446362778,trail assassin,Jim Garrison,1991,Warner Books,"[1980, 2000)",2956,1277,4,trail assassin
0446306061,skull beneath skin,P D James,1983,Warner Books> C/o Little Br,"[1980, 2000)",4731,1280,4,skull beneath skin
0345333578,palm beach,Pat Booth,1992,Ballantine Books,"[1980, 2000)",4800,111,4,palm beach
0399147322,mcnally chance,Lawrence Sanders,2001,G. P. Putnam's Sons,"[2000, 2020)",3723,443,5,mcnally chance
0380751399,taking fifth,J.A. Jance,1987,Avon,"[1980, 2000)",2504,94,4,taking fifth
0449223507,hyde park headsman,Anne Perry,1995,Fawcett Books,"[1980, 2000)",363,410,4,hyde park headsman
0679420495,moor last sigh,Salman Rushdie,1996,Pantheon Books,"[1980, 2000)",5524,850,4,moor last sigh
0684811529,zeke ned,Larry McMurtry,1997,Simon & Schuster,"[1980, 2000)",3659,1087,4,zeke ned
0671039423,sam,Francine Pascal,1999,Simon Pulse,"[1980, 2000)",1980,1091,4,sam
0399149775,back story spenser novel,Robert Parker,2003,G. P. Putnam's Sons,"[2000, 2020)",5329,443,5,back  spenser
1577483421,stepping heavenward one woman journey godliness inspirational library series,E. Prentiss,1998,Barbour Publishing,"[1980, 2000)",1631,123,4,stepping heavenward one woman journey godliness inspirational library series
0380818329,wedding wager,Cathy Maxwell,2001,Avon,"[2000, 2020)",964,94,5,wedding wager
0151686564,old possum book practical cat illustrated edition,T.S. Eliot,1982,Harcourt,"[1980, 2000)",5938,492,4,old possum  practical cat illustrated edition
0312266324,place execution,Val McDermid,2000,St. Martin's Minotaur,"[2000, 2020)",6204,1124,5,place execution
0066210232,theory relativity,Jacquelyn Mitchard,2001,HarperCollins Publishers,"[2000, 2020)",2625,518,5,theory relativity
0880385359,crystal shard forgotten realm icewind dale trilogy book,R. A. Salvatore,1988,Wizards of the Coast,"[1980, 2000)",5044,1311,4,crystal shard forgotten realm icewind dale trilogy
0312876491,little country,Charles de Lint,2001,Orb Books,"[2000, 2020)",1009,820,5,little country
0449006972,gertrude claudius,John Updike,2001,Ballantine Books,"[2000, 2020)",3145,111,5,gertrude claudius
0452270642,dark adapted eye,Barbara Vine,1993,Plume Books,"[1980, 2000)",546,911,4,dark adapted eye
0553381350,right stuff,Tom Wolfe,2001,Bantam,"[2000, 2020)",6127,112,5,right stuff
0802151825,tropic capricorn,Henry Miller,1987,Grove Press,"[1980, 2000)",2363,475,4,tropic capricorn
0752801686,career girl,Louise Bagshawe,1996,Orion Books Ltd,"[1980, 2000)",3901,825,4,career girl
0312194722,popcorn novel,Ben Elton,1998,St. Martin's Griffin,"[1980, 2000)",583,1123,4,popcorn
0316926086,loved one,Evelyn Waugh,1999,Back Bay Books,"[1980, 2000)",1917,102,4,loved one
0440132789,evergreen,Belva Plain,1987,Dell,"[1980, 2000)",579,287,4,evergreen
0553575090,deception mind,ELIZABETH GEORGE,1998,Bantam,"[1980, 2000)",1647,112,4,deception mind
0340715634,eating cake,Stella Duffy,2000,Sceptre,"[2000, 2020)",5730,1042,5,eating cake
0515135828,acid row,Minette Walters,2003,Jove Books,"[2000, 2020)",4489,625,5,acid row
044100007X,damia child,Anne McCaffrey,1996,ACE Charter,"[1980, 2000)",356,3,4,damia child
0802136877,shore novel,Galaxy Craze,2000,Grove Press,"[2000, 2020)",2076,475,5,shore
0441002188,life form,Alan Dean Foster,1995,Ace Books,"[1980, 2000)",118,12,4,life form
0380784149,convergence book one blending blending,Sharon Green,1996,Eos,"[1980, 2000)",5622,383,4,convergence  one blending blending
0441094996,cat walk wall,Robert A. Heinlein,1996,Ace Books,"[1980, 2000)",5252,12,4,cat walk wall
3492229700,eisige h hen da drama mount everest,Jon Krakauer,2000,Piper,"[2000, 2020)",3162,900,5,eisige h hen da drama mount everest
0375708448,revolutionary road,Richard Yates,2000,Vintage Books USA,"[2000, 2020)",5225,1257,5,revolutionary road
078601086X,love die,Patricia Springer,2000,Pinnacle Books,"[2000, 2020)",4831,899,5,love die
0140327592,matilda,Roald Dahl,1990,Viking Penguin Inc,"[1980, 2000)",5246,1250,4,matilda
1580620477,small miracle ii,Yitta Halberstam,1998,Adams Media Corporation,"[1980, 2000)",6418,15,4,small miracle ii
0310235138,time mom ahhh moment,Mary Beth Lagerborg,2000,Zondervan Publishing Company,"[2000, 2020)",4225,1339,5,time mom ahhh moment
0440206588,stranger ground,Richard Bach,1990,Dell,"[1980, 2000)",5185,287,4,stranger ground
0140103805,wlt radio romance,Garrison Keillor,1992,Penguin Books,"[1980, 2000)",2082,860,4,wlt radio romance
0140249990,basketball diary,Jim Carroll,1995,Penguin Books,"[1980, 2000)",2948,860,4,basketball diary
031286860X,ender shadow ender wiggins saga hardcover,Orson Scott Card,1999,Tor Books,"[1980, 2000)",4718,1191,4,ender shadow ender wiggins saga hardcover
3596130735,der drachenbeinthron,Tad Williams,1996,"Fischer (Tb.), Frankfurt","[1980, 2000)",5961,421,4,der drachenbeinthron
0349108854,quite ugly one morning,Christ Brookmyre,1900,Abacus,"[1900, 1920)",1052,7,0,quite ugly one morning
0440226686,blood chocolate,ANNETTE CURTIS KLAUSE,1999,Laurel Leaf,"[1980, 2000)",66,655,4,blood chocolate
0060012358,amazing maurice educated rodent,Terry Pratchett,2003,HarperTrophy,"[2000, 2020)",6009,529,5,amazing maurice educated rodent
0446610976,raising abel,W. Michael Gear,2003,Warner Books,"[2000, 2020)",6255,1277,5,raising abel
0805066225,devil flu world deadliest influenza epidemic scientific hunt virus caused,Pete Davies,2000,Owl Books (NY),"[2000, 2020)",4927,832,5,devil flu world deadliest influenza epidemic scientific hunt virus caused
0886779995,company others,Julie E. Czerneda,2001,Daw Books,"[2000, 2020)",3308,279,5,company others
0446673021,book night moon,Diane Duane,1997,Warner Books,"[1980, 2000)",1496,1277,4,night moon
0812522494,green,Charles de Lint,1995,Tor Books (Mm),"[1980, 2000)",1009,1192,4,green
0812538986,jack kinrowan,Charles De Lint,1995,Tor Books (Mm),"[1980, 2000)",991,1192,4,jack kinrowan
0965843920,underground education,Richard Zacks,1997,Bantam Doubleday Dell,"[1980, 2000)",5226,119,4,underground education
0809240068,national lampoonpresents true fact book,John Bendel,1991,McGraw-Hill/Contemporary Books,"[1980, 2000)",3042,736,4,national lampoonpresents true fact
0812516206,spiritwalk tor fantasy,Charles De Lint,1995,Tor Books (Mm),"[1980, 2000)",991,1192,4,spiritwalk tor fantasy
0743435451,war honor honor harrington series book,David Weber,2002,Baen,"[2000, 2020)",1406,103,5,war honor honor harrington series
0345305655,town like alice,Nevil Shute Norway,1963,Ballantine Books,"[1960, 1980)",4631,111,3,town like alice
0452284392,linked everything connected everything else mean,Albert-Laszlo Barabasi,2003,Plume Books,"[2000, 2020)",139,911,5,linked everything connected everything else mean
0061011983,clinical trial,Daniel Steven,1998,HarperCollins Publishers,"[1980, 2000)",1291,518,4,clinical trial
0451184262,burglar traded ted williams bernie rhodenbarr mystery paperback,Lawrence Block,1995,Onyx Books,"[1980, 2000)",3719,818,4,burglar traded ted williams bernie rhodenbarr mystery 
0836217357,day packed calvin hobbes collection calvin hobbes,Bill Watterson,1993,Andrews McMeel Publishing,"[1980, 2000)",688,63,4,day packed calvin hobbes collection calvin hobbes
2070495027,total kheops,Jean Claude Izzo,1900,Gallimard French,"[1900, 1920)",2805,447,0,total kheops
2277302228,nazi metro,Didier Daeninckx,1900,Editions 84,"[1900, 1920)",1508,361,0,nazi metro
0679417648,advanced french exceptional cat,Henri De LA Barbe,1992,Random House Inc,"[1980, 2000)",2355,970,4,advanced french exceptional cat
067940676X,french cat french cat ever need,Henri De LA Barbe,1991,Villard Books,"[1980, 2000)",2355,1253,4,french cat french cat ever need
1857026691,fermat last theorem story riddle confounded world greatest mind year,Simon Singh,1998,Fourth Estate,"[1980, 2000)",5681,434,4,fermat last theorem  riddle confounded world greatest mind year
0140112952,riding iron rooster train,Paul Theroux,1900,Penguin Putnam~trade,"[1900, 1920)",4886,870,0,riding iron rooster train
184195425X,life pi,Yann Martel,2004,Pub Group West,"[2000, 2020)",6412,943,5,life pi
0553213008,midsummer night dream bantam classic,William Shakespeare,1988,Bantam,"[1980, 2000)",6385,112,4,midsummer night dream bantam classic
0553213059,romeo juliet bantam classic,William Shakespeare,1988,Bantam,"[1980, 2000)",6385,112,4,romeo juliet bantam classic
0553297570,south border young indiana jones chronicle,Richard Brightfield,1992,Random House Childrens Pub (Mm),"[1980, 2000)",5189,969,4,south border young indiana jones chronicle
034536161X,indiana jones last crusade,Rob Mac Gregor,1989,Ballantine Books,"[1980, 2000)",5248,111,4,indiana jones last crusade
0440202477,sleeping tiger,ROSAMUNDE PILCHER,1989,Dell,"[1980, 2000)",5093,287,4,sleeping tiger
0440202485,snow april,Rosamunde Pilcher,1994,Dell Publishing Company,"[1980, 2000)",5407,290,4,snow april
067179566X,nightshade star trek next generation,Laurell K. Hamilton,1992,Star Trek,"[1980, 2000)",3695,1130,4,nightshade star trek next generation
0671797468,romulan prize star trek next generation,Simon Hawke,1993,Star Trek,"[1980, 2000)",5678,1130,4,romulan prize star trek next generation
0671529366,ferengi rule acquisition star trek deep space nine,Ira Steven Behr,1995,Star Trek,"[1980, 2000)",2444,1130,4,ferengi rule acquisition star trek deep space nine
0385419287,stupidest thing ever said,Ross Petras,1993,Main Street Books,"[1980, 2000)",5418,722,4,stupidest thing ever said
0878573410,square foot gardening,Mel Bartholomew,1981,Rodale Books,"[1980, 2000)",4323,1012,4,square foot gardening
0809463121,mystic place mystery unknown,Time Life Books,1987,Warner Books,"[1980, 2000)",6085,1277,4,mystic place mystery unknown
0679723137,invisible man,Ralph Ellison,1989,Random House~trade,"[1980, 2000)",5119,982,4,invisible man
0448089041,missing chum hardy boy mystery story,Franklin W. Dixon,1962,Grosset & Dunlap,"[1960, 1980)",2000,473,3,missing chum hardy boy mystery
0448089033,secret old mill hardy boy mystery story book,Franklin W. Dixon,1927,Grosset & Dunlap,"[1920, 1940)",2000,473,1,secret old mill hardy boy mystery
0553212788,prince,Niccolo Machiavelli,1984,Bantam,"[1980, 2000)",4641,112,4,prince
0380710404,secret indian indian cupboard,Lynne Reid Banks,1999,HarperTrophy,"[1980, 2000)",3967,529,4,secret indian indian cupboard
0446342688,one get alive,Danny Sugarman,1985,Warner Books,"[1980, 2000)",1297,1277,4,one get alive
0671496174,robert frost poem,Robert Frost,1991,Pocket Books,"[1980, 2000)",5281,915,4,robert frost poem
0679435328,angel darkness,Caleb Carr,1997,Random House Inc,"[1980, 2000)",843,970,4,angel darkness
0765343436,daughter forest sevenwaters trilogy,Juliet Marillier,2002,Tor Books,"[2000, 2020)",3322,1191,5,daughter forest sevenwaters trilogy
0451459067,dhampir,Barb Hendee,2003,Roc,"[2000, 2020)",504,1011,5,dhampir
0446606332,book night moon,Diane Duane,1999,Aspect,"[1980, 2000)",1496,81,4,night moon
0440214920,drawing blood,POPPY BRITE,1994,Dell,"[1980, 2000)",4773,287,4,drawing blood
0446302228,poltergeist,James Kahn,1982,Warner Books,"[1980, 2000)",2678,1277,4,poltergeist
0151003076,curious sofa pornographic work ogdred weary,Edward Gorey,1997,Harcourt,"[1980, 2000)",1702,492,4,curious sofa pornographic work ogdred weary
0553212710,dracula bantam classic,BRAM STOKER,1983,Bantam,"[1980, 2000)",496,112,4,dracula bantam classic
0061092622,mysterious west,Tony Hillerman,1995,HarperTorch,"[1980, 2000)",6140,528,4,mysterious west
0505523728,dark prince,Christine Feehan,1999,Love Spell,"[1980, 2000)",1064,700,4,dark prince
0451459407,death mask dresden file book,Jim Butcher,2003,Roc,"[2000, 2020)",2947,1011,5,death mask dresden file
0451458443,grave peril dresden file book,Jim Butcher,2001,Roc,"[2000, 2020)",2947,1011,5,grave peril dresden file
1565048016,toreador clan novel series,Stewart Wieck,1999,White Wolf Games Studio,"[1980, 2000)",5811,1296,4,toreador clan  series
096291620X,getting touch inner bitch,Elizabeth Hilts,1994,Sourcebooks,"[1980, 2000)",1772,1111,4,getting touch inner bitch
0671041460,redemption angel,Mel Odom,2000,Simon Spotlight Entertainment,"[2000, 2020)",4326,1095,5,redemption angel
207036822X,,George Orwell,1900,Gallimard French,"[1900, 1920)",2132,447,0,
0812504224,adventure huckleberry finn,Mark Twain,1996,Tor Books,"[1980, 2000)",4180,1191,4,adventure huckleberry finn
0938077007,peace,Thich Nhat Hanh,1987,Parallax Press,"[1980, 2000)",6028,853,4,peace
0671688855,inheritance,Judith Michael,1989,Pocket,"[1980, 2000)",3260,913,4,inheritance
0553580000,tin man,Dale Brown,1999,Bantam Books,"[1980, 2000)",1250,113,4,tin man
0140714146,king lear pelican shakespeare,William Shakespeare,1989,Penguin Books,"[1980, 2000)",6385,860,4,king lear pelican shakespeare
0425162486,small vice,Robert B. Parker,1998,Berkley Publishing Group,"[1980, 2000)",5257,145,4,small vice
0385473788,anne frank diary young girl definitive edition,Anne Frank,1995,Doubleday Books,"[1980, 2000)",344,326,4,anne frank diary young girl definitive edition
076530080X,secret life,Paul J. McAuley,2001,Tor Books,"[2000, 2020)",4873,1191,5,secret life
0060288140,angus thong full frontal snogging confession georgia nicolson,Louise Rennison,2000,HarperCollins,"[2000, 2020)",3909,514,5,angus thong full frontal snogging confession georgia nicolson
0670030457,grave maurice,Martha Grimes,2002,Viking Books,"[2000, 2020)",4196,1247,5,grave maurice
3453213432,da geheimnis der miss bellwood,Anne Perry,2002,Heyne,"[2000, 2020)",363,559,5,da geheimnis der miss bellwood
0312989709,liberty jake grafton novel jake grafton novel,Stephen Coonts,2004,St. Martin's Paperbacks,"[2000, 2020)",5751,1125,5,liberty jake grafton  jake grafton
3442723809,da grobmaschige netz,Hakan Nesser,1999,btb,"[1980, 2000)",2275,1341,4,da grobmaschige netz
0889740224,daughter copper woman,Anne Cameron,1988,Press Gang Publishers,"[1980, 2000)",340,930,4,daughter copper woman
0380713098,tatham mound,Piers Anthony,1992,Harper Mass Market Paperbacks (Mm),"[1980, 2000)",5020,508,4,tatham mound
0446674826,word honor,Nelson DeMille,1998,Warner Books,"[1980, 2000)",4624,1277,4,word honor
0618260587,lord ring,J. R. R. Tolkien,2002,Houghton Mifflin Company,"[2000, 2020)",2499,573,5,lord ring
0380791412,annie baby diary anonymous pregnant teenager,Anonymous,1998,Avon,"[1980, 2000)",387,94,4,annie baby diary anonymous pregnant teenager
8472230082,relato de un n ufrago,Gabriel Garcia Marquez,1984,Tusquets,"[1980, 2000)",2059,1213,4,relato de un n ufrago
0679734457,divine invasion,Philip K. Dick,1991,Vintage Books USA,"[1980, 2000)",4996,1257,4,divine invasion
0786013230,sight,T. J. MacGregor,2002,Pinnacle Books,"[2000, 2020)",5930,899,5,sight
0440223989,sunset limited dave robicheaux mystery paperback,James Lee Burke,1999,Island,"[1980, 2000)",2682,605,4,sunset limited dave robicheaux mystery 
0425193764,changing guard net force,Steve Perry,2003,Berkley Publishing Group,"[2000, 2020)",5791,145,5,changing guard net force
2253059536,le piliers de la terre,Ken Follett,1992,LGF,"[1980, 2000)",3501,646,4,le piliers de la terre
2290047414,livre secret de fourmis,Werber,1997,Editions 84,"[1980, 2000)",6318,361,4,livre secret de fourmis
2253144452,la r volution de fourmis,Bernard Werber,1998,LGF,"[1980, 2000)",614,646,4,la r volution de fourmis
2742738150,la f te imp riale moire un libertin,Arnauld Pontier,2002,Actes Sud,"[2000, 2020)",431,13,5,la f te imp riale moire un libertin
222613459X,l arbre de possible et autres histoires,Bernard Werber,2002,Albin Michel,"[2000, 2020)",614,34,5,l arbre de possible et autres histoires
2226093524,milarepa,Eric-Emmanuel Schmitt,1997,A. Michel,"[1980, 2000)",1856,1,4,milarepa
2070360091,hiroshima mon amour folio ser,Marguerite Duras,1960,Schoenhof Foreign Books Inc,"[1960, 1980)",4120,1045,3,hiroshima mon amour folio ser
2070382753,le zebre,A. Jardin,2003,Folio,"[2000, 2020)",9,428,5,le zebre
2266080598,le scaphandre et le papillon,Jean-Dominique Bauby,1999,Pocket (FR),"[1980, 2000)",2827,914,4,le scaphandre et le papillon
2742705724,mr vertigo,Paul Auster,1995,Actes Sud,"[1980, 2000)",4857,13,4,mr vertigo
2070360180,la symphonie pastorale folio ser,Andre Gide,1972,Distribooks Inc,"[1960, 1980)",253,314,3,la symphonie pastorale folio ser
0345356748,lady,ANNE MCCAFFREY,1988,Ballantine Books,"[1980, 2000)",60,111,4,lady
0486266850,raven favorite poem dover thrift edition,Edgar Allan Poe,1991,Dover Publications,"[1980, 2000)",1673,329,4,raven favorite poem dover thrift edition
1853260029,alice wonderland wordsworth collection,Lewis Carroll,1998,NTC/Contemporary Publishing Company,"[1980, 2000)",3779,775,4,alice wonderland wordsworth collection
1853260800,thirty nine step wordsworth collection,John Buchan,1998,NTC/Contemporary Publishing Company,"[1980, 2000)",3047,775,4,thirty nine step wordsworth collection
0451165209,richest man babylon,George S. Clason,1997,Signet Book,"[1980, 2000)",2139,1081,4,richest man babylon
0517703254,certain smile,Judith Michael,1999,Random House Inc,"[1980, 2000)",3260,970,4,certain smile
0140440925,sir gawain green knight penguin classic l,Brian Stone,1959,Penguin Books,"[1940, 1960)",756,860,2,sir gawain green knight penguin classic l
0679724761,room view vintage international,E. M. Forster,1989,Vintage Books USA,"[1980, 2000)",1628,1257,4,room view vintage international
0812524713,american story,David Nevin,1997,Forge Books,"[1980, 2000)",1388,432,4,american
0812521080,tread softly,Richard Laymon,1987,Tor Books,"[1980, 2000)",5205,1191,4,tread softly
0393050297,stranger beside twentieth anniversary edition,Ann Rule,2000,W.W. Norton & Company,"[2000, 2020)",319,1272,5,stranger beside twentieth anniversary edition
0679736301,spider vintage contemporary,Patrick McGrath,1991,Vintage Books USA,"[1980, 2000)",4842,1257,4,spider vintage contemporary
0385491069,edible woman,MARGARET ATWOOD,1998,Anchor,"[1980, 2000)",3991,58,4,edible woman
0345391527,demon spirit demonwars trilogy book,R.A. SALVATORE,1999,Del Rey,"[1980, 2000)",5052,281,4,demon spirit demonwars trilogy
0345421620,demon awakens demonwars,R. A. Salvatore,1998,Del Rey Books,"[1980, 2000)",5044,282,4,demon awakens demonwars
0761128182,stitch n bitch knitter handbook,Debbie Stoller,2003,Workman Publishing,"[2000, 2020)",1428,1317,5,stitch n bitch knitter handbook
8423918335,poesias completas,Antonio Machado,1997,Elliot's Books,"[1980, 2000)",407,380,4,poesias completas
8470390244,conde de lucanor el odres nuevos,Juan Manuel Don,2000,Castalia Publishing Company,"[2000, 2020)",3242,217,5,conde de lucanor el odres nuevos
0399141308,idoru,William Gibson,1996,Putnam Publishing Group,"[1980, 2000)",6353,954,4,idoru
0679411607,billion billion thought life death brink millennium,Carl Sagan,1997,Random House Inc,"[1980, 2000)",869,970,4,billion billion thought life death brink millennium
0670859117,cunning man novel,Robertson Davies,1995,Penguin USA,"[1980, 2000)",5350,872,4,cunning man
0380755467,minor possession,J.A. Jance,1990,Avon,"[1980, 2000)",2504,94,4,minor possession
0786889152,sunset express elvis cole novel,Robert Crais,1997,Hyperion Press,"[1980, 2000)",5269,582,4,sunset express elvis cole
0486295559,persuasion dover thrift edition,Jane Austen,1997,Dover Publications,"[1980, 2000)",2733,329,4,persuasion dover thrift edition
0060179430,inventing memory novel mother daughter,Erica Jong,1997,HarperCollins Publishers,"[1980, 2000)",1858,518,4,inventing memory  mother daughter
9068340344,turbo taal van socio babble tot yuppie speak,Jan Kuitenbrouwer,1987,Aramith,"[1980, 2000)",2730,69,4,turbo taal van socio babble tot yuppie speak
0345426606,handyman ballantine reader circle,Carolyn See,2000,Ballantine Books,"[2000, 2020)",931,111,5,handyman ballantine reader circle
0192833561,jane eyre oxford world classic,Charlotte Bronte,1998,Oxford University Press,"[1980, 2000)",1012,836,4,jane eyre oxford world classic
3446173471,sofies welt ein roman ber die geschichte der philosophie ab j,Jostein Gaarder,1993,Carl Hanser,"[1980, 2000)",3232,210,4,sofies welt ein roman ber die geschichte der philosophie ab j
1853260126,oliver twist wordsworth classic,Charles Dickens,1997,NTC/Contemporary Publishing Company,"[1980, 2000)",992,775,4,oliver twist wordsworth classic
8807813823,garzanti gli elefanti la famiglia winshaw,J Coe,1900,Feltrinelli,"[1900, 1920)",2474,411,0,garzanti gli elefanti la famiglia winshaw
0802837980,druid,Peter Berresford Ellis,1995,Eerdmans Pub Co,"[1980, 2000)",4940,372,4,druid
0609804634,onion finest news reporting volume,SCOTT DIKKERS,2000,Three Rivers Press,"[2000, 2020)",5479,1176,5,onion finest news reporting volume
0812885066,astrology book ever need,Joanna Martine Woolfolk,1990,Natl Book Network,"[1980, 2000)",2994,780,4,astrology  ever need
1567184693,everyday magic spell ritual modern living,Dorothy Morrison,1998,Llewellyn Publications,"[1980, 2000)",1585,692,4,everyday magic spell ritual modern living
056338378X,nation favourite love poem selection,Bbc,1900,London Bridge,"[1900, 1920)",572,694,0,nation favourite love poem selection
0385605145,bill bryson african diary,Bill Bryson,2002,Doubleday,"[2000, 2020)",667,325,5,bill bryson african diary
0330491024,spartan,Valerio Massimo Manfredi,2003,Pan Macmillan,"[2000, 2020)",6210,846,5,spartan
0393050947,well educated mind guide classical education never,S. Wise Bauer,2003,W.W. Norton & Company,"[2000, 2020)",5466,1272,5,well educated mind guide classical education never
0151327653,foucault pendulum,Umberto Eco,1989,Harcourt,"[1980, 2000)",6182,492,4,foucault pendulum
0671867296,imzadi star trek next generation,Peter David,1993,Star Trek,"[1980, 2000)",4948,1130,4,imzadi star trek next generation
0394892178,going get today beginner book,Seuss,1987,Random House Children's Books,"[1980, 2000)",5614,966,4,going get today beginner
0688046134,justice peter decker rina lazarus novel peter decker rina lazarus novel hardcover,Faye Kellerman,1995,Harpercollins,"[1980, 2000)",1942,530,4,justice peter decker rina lazarus  peter decker rina lazarus  hardcover
3455110339,der ehrliche ist der dumme ber den verlust der werte ein essay,Ulrich Wickert,1994,Hoffmann und Campe,"[1980, 2000)",6181,567,4,der ehrliche ist der dumme ber den verlust der werte ein essay
3257231199,judith liebe diogenes taschenbuch,Meir Shalev,1999,Diogenes,"[1980, 2000)",4322,305,4,judith liebe diogenes taschenbuch
0743216490,hollywood divorce ay adult collins,Jackie Collins,2003,Simon & Schuster,"[2000, 2020)",2610,1087,5,hollywood divorce ay adult collins
3257228694,pa de deux,Philippe Djian,1996,Diogenes Verlag,"[1980, 2000)",5007,306,4,pa de deux
3807701710,per anhalter durch due galaxis,Adams,1994,"Koch, Neff & Oetinger & Co","[1980, 2000)",83,642,4,per anhalter durch due galaxis
0440241049,slightly married get connected romance,Mary Balogh,2003,Dell Publishing Company,"[2000, 2020)",4224,290,5,slightly married get connected romance
3442425972,denn sabbat sollst du ruhen roman,Batya Gur,1994,Goldmann,"[1980, 2000)",570,456,4,denn sabbat sollst du ruhen roman
0307337014,make valentine card card sticker golden book,Lisa Rojany,2000,Golden Books,"[2000, 2020)",3838,454,5,make valentine card card sticker golden
0380007959,science fiction hall fame greatest science fiction story time science fiction hall fame,Robert Silverberg,1971,Harper Mass Market Paperbacks (Mm),"[1960, 1980)",5338,508,3,science fiction hall fame greatest science fiction  time science fiction hall fame
044111816X,cowboy feng space bar grille,Steven Brust,1990,Ace Books,"[1980, 2000)",5797,12,4,cowboy feng space bar grille
0684835770,book virtue,William J. Bennett,1996,Simon & Schuster,"[1980, 2000)",6359,1087,4,virtue
006019443X,sinister pig hillerman tony,Tony Hillerman,2003,HarperCollins,"[2000, 2020)",6140,514,5,sinister pig hillerman tony
0452271630,princess paragon,Robert Rodi,1995,Penguin USA,"[1980, 2000)",5335,872,4,princess paragon
0515125490,juda child,Carol O'Connell,1999,Jove Books,"[1980, 2000)",898,625,4,juda child
0778320480,destiny unleashed,Sherryl Woods,2004,Mira,"[2000, 2020)",5654,756,5,destiny unleashed
0375726055,sputnik sweetheart novel,Haruki Murakami,2002,Vintage Books USA,"[2000, 2020)",2313,1257,5,sputnik sweetheart
0802150616,personal matter,Kenzaburo OÃÂ«,1982,Grove Press,"[1980, 2000)",3521,475,4,personal matter
0525945636,code zero,Ken Follett,2000,Dutton Books,"[2000, 2020)",3501,339,5,code zero
0380812916,tokyo suckerpunch billy chaka adventure,Isaac Adamson,2000,Perennial,"[2000, 2020)",2458,878,5,tokyo suckerpunch billy chaka adventure
0060007192,lemony snicket unauthorized autobiography,Lemony Snicket,2002,HarperCollins,"[2000, 2020)",3750,514,5,lemony snicket unauthorized autobiography
0393312461,found notebook poetry politics expanded edition,Adrienne Rich,2003,W.W. Norton & Company,"[2000, 2020)",93,1272,5,found notebook poetry politics expanded edition
0743204697,woman next door,Barbara Delinsky,2001,Simon & Schuster,"[2000, 2020)",513,1087,5,woman next door
0375411151,samaritan,RICHARD PRICE,2003,Knopf,"[2000, 2020)",5069,639,5,samaritan
